Customer ID,Age,Gender,Name,Income Level,Location,Loyalty Program,Purchase Frequency,Mail ID
C00300,32,Female,Jerry Zavala,"75,000-99,999",Chennai,No,High,danielhall@example.org
C00301,29,Male,Ashley Padilla,"<25,000",Bangalore,No,Low,oscar38@example.org
C00302,51,Female,John Smith,"100,000+",Bangalore,Yes,Low,edwin77@example.com
C00303,79,Female,Briana Erickson,"<25,000",Bangalore,No,Medium,marylee@example.org
C00304,46,Female,Shannon Rios,"100,000+",Mumbai,Yes,High,lynchisabel@example.net
C00305,83,Female,Karen Huffman,"50,000-74,999",Bangalore,No,Medium,tfrank@example.net
C00306,68,Male,Priscilla Wagner,"25,000-49,999",Chennai,No,Low,williamsmichael@example.net
C00307,67,Female,Ashley Freeman,"75,000-99,999",Bangalore,Yes,Medium,carl08@example.net
C00308,51,Female,Michelle Duncan,"75,000-99,999",Bangalore,Yes,High,ischmidt@example.org
C00309,39,Female,Steven Perkins,"25,000-49,999",Mumbai,No,High,ravengill@example.org
C00310,79,Female,Cheryl Crawford DVM,"75,000-99,999",Bangalore,Yes,Medium,phillip20@example.net
C00311,25,Female,Bruce Nunez,"25,000-49,999",Chennai,No,Medium,tjackson@example.net
C00312,44,Female,Matthew Parker,"50,000-74,999",Mumbai,Yes,High,fvargas@example.net
C00313,42,Male,Mark Chavez,"100,000+",Hyderabad,Yes,Medium,michael47@example.net
C00314,45,Male,Ricky Cabrera,"50,000-74,999",Chennai,No,Low,bdavis@example.org
C00315,39,Male,Andrew Ryan,"75,000-99,999",Bangalore,Yes,High,juan12@example.net
C00316,70,Female,Jill Thomas,"50,000-74,999",Hyderabad,No,Medium,jamie43@example.com
C00317,60,Female,Kyle Peterson,"25,000-49,999",Mumbai,No,High,martha16@example.net
C00318,56,Female,John Rogers,"<25,000",Mumbai,No,High,christina21@example.org
C00319,48,Male,Christine Mitchell,"50,000-74,999",Bangalore,Yes,High,joseph73@example.org
C00320,80,Male,Michelle Gray,"50,000-74,999",Bangalore,No,High,vanessa57@example.com
C00321,60,Female,Jesse Rivera,"<25,000",Delhi,Yes,High,qfry@example.com
C00322,69,Female,Kathryn Leon,"<25,000",Delhi,Yes,High,smithrobert@example.org
C00323,46,Female,Luis Mullen,"100,000+",Chennai,No,High,nathanielterrell@example.com
C00324,22,Female,Jared Johnson,"25,000-49,999",Hyderabad,Yes,Medium,stevenwhite@example.com
C00325,53,Female,Samuel Brooks,"<25,000",Hyderabad,Yes,High,nicholas10@example.net
C00326,78,Female,Brandon Howard,"<25,000",Bangalore,Yes,Medium,tgreene@example.net
C00327,54,Male,Kelly Schwartz,"50,000-74,999",Delhi,No,High,zbryant@example.net
C00328,77,Male,Tyler Moore,"<25,000",Hyderabad,No,High,vancerose@example.net
C00329,22,Female,Robert Wall,"25,000-49,999",Chennai,No,High,todd13@example.net
C00330,31,Male,Angela Sparks,"75,000-99,999",Bangalore,No,Medium,rogerskayla@example.net
C00331,63,Female,John Cunningham,"100,000+",Bangalore,Yes,High,johnross@example.com
C00332,74,Female,John Sims,"25,000-49,999",Mumbai,Yes,High,john40@example.net
C00333,43,Male,Alicia Warner,"100,000+",Delhi,Yes,Low,eddie89@example.org
C00334,57,Male,Caitlin Allen,"25,000-49,999",Hyderabad,No,Medium,anthonykerr@example.com
C00335,77,Female,Lindsey Diaz,"25,000-49,999",Bangalore,Yes,Low,pateljohn@example.org
C00336,77,Female,Brian Villegas,"50,000-74,999",Bangalore,Yes,High,jacksonkatherine@example.net
C00337,68,Female,Matthew Santiago,"<25,000",Delhi,Yes,Low,chelsea74@example.org
C00338,70,Female,Mark Gomez,"100,000+",Chennai,Yes,Medium,ambermartinez@example.org
C00339,52,Female,Chelsey Rodriguez,"75,000-99,999",Chennai,No,Medium,irivers@example.org
C00340,77,Female,Tina Powell,"25,000-49,999",Hyderabad,No,Medium,lgonzalez@example.net
C00341,67,Female,Savannah Blair,"25,000-49,999",Mumbai,No,Medium,jodinavarro@example.org
C00342,65,Female,Alexander Pratt,"<25,000",Chennai,Yes,Low,tammy51@example.com
C00343,33,Male,Shelby Marks,"25,000-49,999",Chennai,Yes,Low,rbrooks@example.net
C00344,74,Female,Joshua Anderson,"75,000-99,999",Chennai,Yes,Low,jennifer45@example.org
C00345,70,Female,John Barker,"75,000-99,999",Delhi,Yes,High,mbrown@example.net
C00346,23,Female,Kathy Hernandez,"100,000+",Mumbai,No,High,steven01@example.com
C00347,82,Male,Makayla Garcia,"75,000-99,999",Chennai,No,High,debbieknight@example.com
C00348,36,Male,Juan Brown,"100,000+",Mumbai,Yes,Medium,dylanmoore@example.org
C00349,28,Female,Nicole Butler,"<25,000",Hyderabad,Yes,Medium,fbruce@example.com
C00350,33,Female,Keith Gutierrez,"100,000+",Bangalore,Yes,High,kalexander@example.com
C00351,78,Female,Joshua Murphy,"100,000+",Bangalore,Yes,Medium,dnewman@example.net
C00352,34,Female,Elizabeth Jordan,"100,000+",Bangalore,Yes,Medium,leemelissa@example.net
C00353,28,Male,Gregory Mason,"75,000-99,999",Bangalore,No,Low,jamesgonzalez@example.org
C00354,42,Female,Theresa Hanna,"<25,000",Chennai,Yes,High,shudson@example.com
C00355,27,Male,Edward Burgess,"100,000+",Delhi,Yes,Medium,kristen48@example.net
C00356,50,Female,Melissa Johnson,"75,000-99,999",Chennai,Yes,High,rebecca08@example.net
C00357,41,Male,Erin Mejia,"<25,000",Hyderabad,No,Low,kylie70@example.com
C00358,63,Female,Matthew Miller,"50,000-74,999",Mumbai,Yes,Low,zjohns@example.com
C00359,59,Male,Anna Jacobs,"100,000+",Hyderabad,Yes,Medium,cgarcia@example.net
C00360,37,Female,Rodney Crawford,"100,000+",Chennai,No,High,myersmegan@example.net
C00361,31,Female,Anthony Shepherd,"25,000-49,999",Bangalore,No,Low,raymond72@example.com
C00362,77,Female,Christopher Mitchell,"<25,000",Delhi,Yes,Low,ethanscott@example.org
C00363,27,Female,Matthew Murphy,"<25,000",Bangalore,Yes,Medium,martinezbrendan@example.net
C00364,35,Female,Howard Braun,"<25,000",Bangalore,No,Medium,hamptonmatthew@example.com
C00365,62,Male,Shannon Pham,"100,000+",Chennai,No,High,joseph65@example.net
C00366,68,Male,Kathleen Evans,"<25,000",Chennai,No,Low,srussell@example.com
C00367,36,Female,Luis Tate,"100,000+",Delhi,Yes,Medium,meghanrobinson@example.org
C00368,49,Female,Kari Shaw,"100,000+",Chennai,Yes,Low,cmacias@example.net
C00369,43,Female,Elizabeth Monroe,"25,000-49,999",Chennai,No,Low,daniel34@example.org
C00370,45,Male,Kimberly Garcia,"<25,000",Delhi,Yes,Low,brandonpaul@example.com
C00371,62,Female,Jade Murphy,"<25,000",Chennai,Yes,Medium,iwalker@example.com
C00372,73,Male,Veronica Mccoy,"100,000+",Bangalore,No,High,seanstanley@example.org
C00373,58,Female,Betty Hall,"25,000-49,999",Hyderabad,No,High,courtney44@example.com
C00374,42,Male,Frank Johnson,"100,000+",Bangalore,No,Medium,katie85@example.org
C00375,48,Male,Lisa Mitchell,"75,000-99,999",Hyderabad,Yes,High,rhondamay@example.com
C00376,49,Female,Lynn Williams,"75,000-99,999",Mumbai,No,Medium,ana93@example.net
C00377,77,Male,Shannon Kennedy,"50,000-74,999",Hyderabad,No,High,kristin89@example.net
C00378,77,Male,James Griffith,"100,000+",Chennai,Yes,Low,heatherreyes@example.net
C00379,36,Male,Susan Bryant,"25,000-49,999",Chennai,Yes,Medium,joshuaware@example.com
C00380,34,Male,Nicole Day,"75,000-99,999",Hyderabad,Yes,High,jameswood@example.com
C00381,40,Female,Elizabeth Gibson,"100,000+",Delhi,No,High,lauren12@example.net
C00382,83,Male,Robert Miller,"25,000-49,999",Mumbai,No,Medium,serranodaniel@example.net
C00383,51,Female,George Sullivan,"25,000-49,999",Mumbai,Yes,Medium,john46@example.org
C00384,46,Male,Emma Logan,"<25,000",Chennai,Yes,Medium,stonejake@example.com
C00385,25,Female,Megan Miller,"75,000-99,999",Delhi,Yes,High,lindalyons@example.org
C00386,75,Male,Julie Jackson,"75,000-99,999",Hyderabad,Yes,Medium,ronald20@example.org
C00387,66,Female,Carol Moran,"50,000-74,999",Mumbai,No,Low,elizabethrogers@example.org
C00388,77,Female,Christina Reynolds,"<25,000",Chennai,Yes,Medium,katherine02@example.org
C00389,42,Male,Jennifer Parks,"75,000-99,999",Chennai,Yes,Medium,currylisa@example.org
C00390,73,Male,Brenda Hamilton,"75,000-99,999",Chennai,No,High,simpsonchristopher@example.net
C00391,25,Male,Zachary Diaz,"50,000-74,999",Bangalore,No,High,christy55@example.com
C00392,57,Female,Tara Watkins,"100,000+",Hyderabad,Yes,Low,woodsjacob@example.net
C00393,61,Female,Pamela Lopez,"25,000-49,999",Chennai,Yes,High,taylorerin@example.net
C00394,71,Female,Theodore Lawson,"<25,000",Bangalore,No,Low,lindsey73@example.org
C00395,58,Male,Mrs. Robin Cross,"75,000-99,999",Mumbai,No,Medium,levinerobert@example.org
C00396,65,Female,William Hughes,"50,000-74,999",Chennai,Yes,High,lkane@example.org
C00397,29,Male,Sarah Neal,"50,000-74,999",Hyderabad,Yes,High,jeffreyperez@example.com
C00398,52,Male,Robert Boyer,"100,000+",Chennai,Yes,Low,brownbryan@example.net
C00399,75,Male,Marcus Martin,"<25,000",Delhi,No,Medium,collinstaylor@example.net
C00400,36,Male,Morgan Burton,"25,000-49,999",Delhi,Yes,Low,jromero@example.com
C00401,77,Male,Robert Frey,"50,000-74,999",Chennai,No,High,phaynes@example.com
C00402,61,Male,Lucas Jordan,"100,000+",Hyderabad,No,Medium,jennifer36@example.org
C00403,51,Female,Brandon Morrison,"<25,000",Mumbai,Yes,Low,ywilliams@example.org
C00404,84,Female,Ashley Madden,"<25,000",Chennai,No,Medium,ricky79@example.com
C00405,75,Male,Andrea Klein,"25,000-49,999",Chennai,Yes,Medium,goodwinrobin@example.net
C00406,46,Female,Debra Leonard,"100,000+",Delhi,No,High,evanssara@example.com
C00407,39,Female,Joseph Ferguson,"50,000-74,999",Mumbai,No,Medium,hickskimberly@example.org
C00408,54,Female,Justin Smith,"75,000-99,999",Mumbai,Yes,Medium,jacob70@example.org
C00409,63,Female,Michael Cruz,"50,000-74,999",Chennai,Yes,High,alex13@example.org
C00410,74,Male,Krista Ruiz,"<25,000",Delhi,Yes,Medium,lindseymoore@example.net
C00411,74,Male,Bradley Wright,"<25,000",Mumbai,No,High,jennifercruz@example.org
C00412,46,Female,Dennis Meyer,"<25,000",Bangalore,Yes,Medium,jakearnold@example.com
C00413,83,Male,Matthew Brandt,"75,000-99,999",Mumbai,No,Medium,iwilliams@example.com
C00414,80,Female,Doris Valdez,"<25,000",Chennai,Yes,High,gfigueroa@example.com
C00415,48,Female,Zachary Cummings,"100,000+",Hyderabad,Yes,Low,vvang@example.org
C00416,48,Male,Jason Garcia,"25,000-49,999",Hyderabad,Yes,Low,edwardsheather@example.com
C00417,43,Male,John Brown,"100,000+",Hyderabad,No,Medium,robin79@example.net
C00418,53,Male,Melissa Smith,"75,000-99,999",Mumbai,No,Low,judithkramer@example.org
C00419,40,Female,Monique Chambers,"100,000+",Delhi,No,Medium,xwebb@example.net
C00420,69,Female,Patricia Miranda,"25,000-49,999",Bangalore,No,Low,atkinsonemily@example.net
C00421,62,Female,Johnny Stewart,"75,000-99,999",Chennai,No,High,debbieclark@example.net
C00422,55,Male,Tina Ford,"25,000-49,999",Hyderabad,Yes,High,kelly05@example.net
C00423,67,Female,Carol Delgado,"50,000-74,999",Mumbai,Yes,Medium,joshua61@example.net
C00424,21,Female,Jessica Montes,"<25,000",Bangalore,No,Medium,carrwendy@example.com
C00425,55,Female,Kayla Flores,"100,000+",Delhi,No,Medium,morrisonjessica@example.net
C00426,42,Female,Christina Zimmerman,"75,000-99,999",Chennai,No,High,shess@example.net
C00427,79,Male,Aaron Meyer,"25,000-49,999",Bangalore,Yes,High,uwoods@example.org
C00428,36,Female,Amanda Hopkins,"<25,000",Delhi,Yes,High,bergermatthew@example.net
C00429,46,Female,Erik Mckinney,"<25,000",Mumbai,No,Low,ortizvincent@example.net
C00430,84,Male,Erin Lopez,"75,000-99,999",Delhi,No,High,wyates@example.net
C00431,80,Male,Steven Holt,"25,000-49,999",Hyderabad,No,Low,jessicamitchell@example.com
C00432,63,Male,Michele Adams,"25,000-49,999",Hyderabad,No,High,cwilson@example.com
C00433,36,Female,Travis Joseph,"75,000-99,999",Chennai,No,Medium,brianayala@example.org
C00434,29,Female,Angela Salinas,"<25,000",Delhi,Yes,Low,skinnerbrandon@example.com
C00435,36,Male,Susan Newman,"100,000+",Hyderabad,Yes,High,powellmichael@example.org
C00436,48,Female,Jacqueline Johnson,"25,000-49,999",Hyderabad,No,Low,nthomas@example.com
C00437,31,Male,Patricia Valenzuela,"100,000+",Hyderabad,Yes,Medium,galvanstephanie@example.com
C00438,43,Male,Julia Valdez,"<25,000",Mumbai,No,Low,lambertamanda@example.org
C00439,45,Female,William Fletcher,"75,000-99,999",Chennai,Yes,High,allen72@example.net
C00440,55,Male,Donald Flores,"<25,000",Mumbai,Yes,Medium,brownwilliam@example.net
C00441,74,Male,Samuel Bell,"<25,000",Mumbai,Yes,Low,toddsarah@example.com
C00442,31,Female,Joseph Fisher,"100,000+",Bangalore,Yes,Medium,felicia31@example.com
C00443,29,Female,Eric Walker,"50,000-74,999",Chennai,Yes,High,victorkennedy@example.net
C00444,30,Female,George Adkins,"100,000+",Delhi,No,Low,crystal73@example.net
C00445,62,Female,Elizabeth White,"<25,000",Hyderabad,No,Medium,hsnyder@example.net
C00446,55,Male,Catherine Anderson,"75,000-99,999",Chennai,Yes,Medium,robinsonarthur@example.com
C00447,78,Female,Susan Bradley,"100,000+",Bangalore,No,Medium,parsonsfelicia@example.com
C00448,78,Female,Colton Wade,"<25,000",Bangalore,No,High,debrabenitez@example.net
C00449,43,Female,Kent Collins DDS,"<25,000",Hyderabad,No,Medium,bryceolson@example.net
C00450,46,Female,Hannah Taylor,"<25,000",Chennai,No,Low,cgreen@example.net
C00451,66,Male,Jaime Mitchell,"50,000-74,999",Chennai,Yes,Low,colenorma@example.net
C00452,22,Female,Steve Collins,"<25,000",Mumbai,No,Low,isaiahmays@example.com
C00453,75,Male,Melissa Brooks,"100,000+",Mumbai,Yes,Low,brownsamuel@example.org
C00454,69,Female,Jacob Briggs,"25,000-49,999",Mumbai,Yes,Low,efreeman@example.net
C00455,41,Male,Justin Peters,"25,000-49,999",Hyderabad,No,Medium,smithcody@example.com
C00456,43,Male,Eugene Osborne,"25,000-49,999",Hyderabad,No,Medium,rasmussenfrederick@example.net
C00457,36,Male,Robert Phelps,"50,000-74,999",Chennai,Yes,Medium,helenwright@example.net
C00458,79,Female,Marc Mcdaniel,"75,000-99,999",Chennai,No,Medium,brianna94@example.net
C00459,60,Female,Dustin Bell,"75,000-99,999",Bangalore,Yes,High,xowen@example.org
C00460,74,Female,Patrick Stewart,"100,000+",Hyderabad,Yes,High,williamsullivan@example.com
C00461,78,Female,Linda Lee,"50,000-74,999",Mumbai,Yes,Low,penningtoncurtis@example.net
C00462,71,Male,Robert Gould,"100,000+",Mumbai,Yes,Medium,utapia@example.org
C00463,24,Male,Philip Roberts,"100,000+",Delhi,No,Low,egomez@example.org
C00464,40,Male,Oscar Johnson,"<25,000",Bangalore,No,High,joseph30@example.com
C00465,74,Male,Benjamin Bell,"<25,000",Bangalore,Yes,High,hmccoy@example.com
C00466,82,Female,Madison Brown,"25,000-49,999",Hyderabad,No,High,kevinward@example.org
C00467,45,Female,Chad Burton,"50,000-74,999",Chennai,Yes,Low,karenwilliams@example.net
C00468,75,Male,James Proctor,"100,000+",Hyderabad,Yes,Low,millerbrandi@example.org
C00469,24,Male,Douglas Vargas,"100,000+",Chennai,No,Low,hwhite@example.com
C00470,24,Male,Heather Barrett,"25,000-49,999",Bangalore,Yes,High,swebster@example.org
C00471,55,Female,Victor Thomas,"50,000-74,999",Delhi,No,High,sara72@example.net
C00472,44,Female,Brittney Moon,"25,000-49,999",Delhi,No,Medium,chavezmichael@example.net
C00473,64,Female,Peter Rangel,"50,000-74,999",Delhi,Yes,High,millsmadison@example.org
C00474,57,Female,Ryan Holland,"50,000-74,999",Hyderabad,Yes,High,rogerstiffany@example.org
C00475,79,Male,Kristin Higgins,"25,000-49,999",Chennai,Yes,Medium,xortiz@example.org
C00476,27,Male,Travis Smith,"50,000-74,999",Hyderabad,No,Low,zachary67@example.org
C00477,27,Male,Aaron Houston,"<25,000",Mumbai,Yes,High,bradley93@example.net
C00478,64,Male,Mario Johnson,"25,000-49,999",Hyderabad,Yes,High,gail95@example.net
C00479,55,Male,Michael Mccann,"100,000+",Mumbai,Yes,Medium,nguyenjames@example.net
C00480,42,Male,Kimberly Wilkins,"100,000+",Hyderabad,No,Medium,sjuarez@example.com
C00481,67,Male,Douglas Miller,"<25,000",Chennai,No,Medium,chapmanpaul@example.net
C00482,21,Female,Benjamin Lam,"25,000-49,999",Hyderabad,Yes,Medium,uperez@example.com
C00483,71,Male,Emily Parker,"25,000-49,999",Mumbai,No,High,scottalec@example.net
C00484,31,Female,Kayla Brown,"100,000+",Bangalore,No,Medium,scottjessica@example.com
C00485,83,Male,James Vargas,"<25,000",Hyderabad,Yes,Medium,michellekrause@example.org
C00486,58,Male,Austin Blanchard,"<25,000",Bangalore,No,Medium,rick93@example.net
C00487,80,Male,Natasha Alvarado,"25,000-49,999",Mumbai,No,High,kevincook@example.org
C00488,76,Female,Frances Stevens,"75,000-99,999",Hyderabad,No,Low,richardsontimothy@example.com
C00489,62,Male,Michelle Davidson,"50,000-74,999",Mumbai,No,Low,hurstnicholas@example.com
C00490,46,Male,William Mckinney,"25,000-49,999",Bangalore,No,Medium,heatherrobinson@example.net
C00491,34,Male,Daniel West,"75,000-99,999",Hyderabad,No,Low,ycummings@example.com
C00492,65,Male,Amber Mason,"100,000+",Hyderabad,Yes,Medium,abigailbrown@example.org
C00493,69,Male,Crystal Peterson,"25,000-49,999",Delhi,No,High,aandrade@example.org
C00494,38,Male,Adam Patel,"25,000-49,999",Delhi,No,Medium,thomas06@example.org
C00495,65,Female,Bryce James,"100,000+",Delhi,Yes,Low,drussell@example.com
C00496,32,Female,James Mcmahon,"75,000-99,999",Mumbai,Yes,Medium,pvega@example.net
C00497,68,Male,Brian Douglas,"25,000-49,999",Hyderabad,No,Medium,angela68@example.org
C00498,70,Male,Gregory Miller,"50,000-74,999",Chennai,Yes,Medium,joy35@example.org
C00499,61,Female,Jeffrey Bell,"<25,000",Mumbai,No,Low,davidmcclain@example.net
C00500,34,Male,Sara Fletcher,"50,000-74,999",Hyderabad,Yes,Low,christopherwilliams@example.org
C00501,42,Female,Douglas Tapia,"<25,000",Hyderabad,Yes,High,wjohnson@example.net
C00502,53,Female,Dorothy Todd,"25,000-49,999",Bangalore,Yes,High,kristineholland@example.com
C00503,31,Female,Morgan Cruz,"25,000-49,999",Delhi,No,Low,joannemcdowell@example.com
C00504,72,Female,Angela Smith,"75,000-99,999",Bangalore,Yes,High,patricia61@example.org
C00505,72,Female,April Richards MD,"<25,000",Delhi,No,High,mark74@example.org
C00506,32,Male,Jessica Torres,"50,000-74,999",Chennai,Yes,High,mackenzie70@example.org
C00507,39,Male,Heather Small,"100,000+",Mumbai,Yes,Medium,nashmichael@example.org
C00508,22,Male,Thomas Gomez,"<25,000",Hyderabad,No,High,jamescaldwell@example.org
C00509,75,Male,Michael Cox,"100,000+",Mumbai,Yes,Medium,bbush@example.org
C00510,38,Male,Jacqueline Ramos,"75,000-99,999",Chennai,Yes,High,ihancock@example.net
C00511,81,Female,Jennifer Robles,"25,000-49,999",Hyderabad,Yes,Medium,mrodriguez@example.org
C00512,60,Female,Timothy Rodriguez,"25,000-49,999",Mumbai,Yes,High,alexanderconnie@example.org
C00513,73,Male,Andrew Hood Jr.,"25,000-49,999",Hyderabad,No,Low,ralphsimmons@example.com
C00514,26,Female,Jill Willis,"<25,000",Bangalore,No,Medium,laura54@example.net
C00515,53,Male,Reginald Zimmerman,"75,000-99,999",Chennai,No,Medium,zblack@example.net
C00516,31,Female,Jennifer Mooney,"<25,000",Delhi,No,Low,gardnerbenjamin@example.com
C00517,51,Female,Cory Church,"25,000-49,999",Mumbai,Yes,High,gjones@example.org
C00518,41,Female,Jeffrey Li,"25,000-49,999",Mumbai,Yes,Medium,brentrice@example.net
C00519,37,Male,April Richardson,"50,000-74,999",Delhi,No,Low,vking@example.com
C00520,38,Male,Nicole Miranda,"100,000+",Delhi,Yes,Medium,kathrynlong@example.com
C00521,47,Male,Lisa Green,"50,000-74,999",Mumbai,Yes,High,erik15@example.net
C00522,74,Male,Alice Wells,"25,000-49,999",Hyderabad,Yes,Medium,edwardssusan@example.net
C00523,29,Female,Kelly Perez,"25,000-49,999",Hyderabad,Yes,Low,fernandeztammy@example.org
C00524,64,Female,Alexander Duncan,"<25,000",Hyderabad,Yes,High,christine69@example.net
C00525,29,Male,Mrs. Hailey Todd,"<25,000",Chennai,Yes,High,lowesarah@example.com
C00526,28,Female,Kristin Moss,"75,000-99,999",Bangalore,No,Low,jasonwolfe@example.net
C00527,82,Female,Kristine Taylor,"50,000-74,999",Chennai,Yes,Medium,iturner@example.net
C00528,83,Female,Ana Green,"50,000-74,999",Bangalore,Yes,High,terrybrandon@example.net
C00529,51,Female,Brittany Coleman,"50,000-74,999",Delhi,No,Medium,swansonkimberly@example.net
C00530,25,Female,Leslie Gordon,"50,000-74,999",Hyderabad,Yes,Low,robinsonmicheal@example.org
C00531,72,Male,Jacqueline Davis,"25,000-49,999",Chennai,No,Medium,wilsonerin@example.com
C00532,26,Male,Aaron Davis,"<25,000",Mumbai,No,Low,melissasalazar@example.org
C00533,27,Female,John Small,"<25,000",Bangalore,No,Low,harpersandra@example.org
C00534,79,Male,Michael Schwartz,"100,000+",Mumbai,No,Low,collinssarah@example.net
C00535,30,Male,William Ramos,"100,000+",Mumbai,No,Medium,janet13@example.net
C00536,42,Male,Lisa Stanley,"25,000-49,999",Mumbai,Yes,Medium,joannemorrow@example.org
C00537,65,Female,Joshua Porter,"50,000-74,999",Chennai,Yes,Medium,kaylalewis@example.org
C00538,48,Male,Barbara Sherman,"<25,000",Hyderabad,No,Low,hannah56@example.net
C00539,63,Male,Susan Ray,"25,000-49,999",Mumbai,No,Medium,kevin34@example.net
C00540,77,Female,Ms. Hailey Hernandez,"75,000-99,999",Delhi,Yes,Low,lrhodes@example.net
C00541,70,Female,Frances Berger,"75,000-99,999",Bangalore,Yes,Low,angela53@example.net
C00542,81,Male,James Gibson,"100,000+",Bangalore,No,Low,hunterpaul@example.com
C00543,83,Female,Jonathan Robinson,"100,000+",Delhi,Yes,High,tbaker@example.com
C00544,52,Female,Emily Johnson,"75,000-99,999",Mumbai,No,Medium,tstewart@example.org
C00545,69,Female,Jane Alexander,"<25,000",Mumbai,No,Medium,jessica90@example.net
C00546,21,Male,Mrs. Danielle Logan,"25,000-49,999",Delhi,No,Medium,michelle08@example.org
C00547,56,Male,Benjamin Flores,"50,000-74,999",Hyderabad,Yes,Low,samantha58@example.com
C00548,72,Female,James Patterson PhD,"75,000-99,999",Chennai,Yes,Medium,armstrongstephanie@example.com
C00549,38,Female,Mary Owens,"25,000-49,999",Hyderabad,No,High,shannon51@example.org
C00550,64,Male,Brenda Zimmerman,"75,000-99,999",Delhi,Yes,Medium,laurenvillanueva@example.com
C00551,52,Female,Amber Walter,"25,000-49,999",Mumbai,Yes,Low,stevengreene@example.net
C00552,32,Male,Tina Leblanc,"50,000-74,999",Mumbai,Yes,Medium,lisaferrell@example.org
C00553,62,Male,Jacob Vaughn,"100,000+",Chennai,Yes,Medium,melissadennis@example.com
C00554,27,Male,Adam Duffy,"25,000-49,999",Mumbai,Yes,Low,smithtristan@example.org
C00555,58,Male,Craig White,"100,000+",Hyderabad,Yes,High,william72@example.com
C00556,62,Male,Samantha Williams,"50,000-74,999",Mumbai,No,Medium,trancody@example.net
C00557,74,Male,Paul Smith,"25,000-49,999",Hyderabad,No,Medium,gtanner@example.org
C00558,78,Male,Amanda Sullivan,"50,000-74,999",Hyderabad,No,High,barrdaniel@example.com
C00559,69,Male,Robert Gross,"75,000-99,999",Bangalore,Yes,Low,melissacox@example.com
C00560,57,Male,Elizabeth Sherman,"50,000-74,999",Chennai,No,Low,brennankyle@example.net
C00561,72,Female,Nathan Johnson,"<25,000",Chennai,Yes,Medium,arthurwright@example.org
C00562,66,Male,Gregory Walker,"<25,000",Mumbai,No,Medium,matthew95@example.org
C00563,59,Female,Jennifer Ruiz,"75,000-99,999",Mumbai,No,Medium,foleykyle@example.org
C00564,72,Male,Ryan Pearson,"100,000+",Bangalore,No,Low,phyllislindsey@example.net
C00565,53,Female,Danielle Hatfield,"25,000-49,999",Mumbai,Yes,Medium,tonicooper@example.org
C00566,57,Female,Rebecca Martinez,"<25,000",Hyderabad,Yes,Low,banksrobert@example.com
C00567,46,Female,Richard Jennings,"<25,000",Bangalore,Yes,Low,stephaniedaniels@example.net
C00568,72,Male,Amanda Ball,"100,000+",Chennai,Yes,Medium,jgarcia@example.com
C00569,63,Female,Suzanne Phillips,"<25,000",Bangalore,No,Medium,amy51@example.org
C00570,78,Male,Kristin Allen,"100,000+",Bangalore,No,Low,michael88@example.org
C00571,22,Female,Ian Lewis,"25,000-49,999",Hyderabad,Yes,Low,johnfisher@example.com
C00572,27,Female,Karen Sherman,"<25,000",Hyderabad,Yes,Low,sandra50@example.com
C00573,84,Male,Stacey Forbes,"50,000-74,999",Mumbai,No,Medium,leejulie@example.org
C00574,68,Female,Kelli Wilson,"50,000-74,999",Mumbai,No,Low,michellecook@example.net
C00575,35,Female,Jim Vance,"<25,000",Mumbai,No,Low,garrettjennifer@example.com
C00576,43,Male,Tammy Ritter,"<25,000",Hyderabad,Yes,Low,ramoscynthia@example.org
C00577,53,Female,Nicholas Barr,"75,000-99,999",Bangalore,Yes,Low,whaas@example.com
C00578,22,Male,John Smith,"100,000+",Mumbai,No,High,linda97@example.net
C00579,55,Male,Jennifer Alvarez,"75,000-99,999",Bangalore,No,High,uunderwood@example.org
C00580,81,Male,Alexander Hart,"50,000-74,999",Chennai,No,Low,seantucker@example.com
C00581,31,Female,David Fernandez,"50,000-74,999",Hyderabad,Yes,Low,morgan84@example.net
C00582,58,Male,John Kelly,"50,000-74,999",Hyderabad,Yes,Medium,jstewart@example.com
C00583,69,Male,Scott Burns,"75,000-99,999",Hyderabad,No,Medium,richardsnicole@example.org
C00584,54,Male,Sharon Ali,"100,000+",Delhi,Yes,Low,xaguilar@example.com
C00585,65,Female,Jessica Stafford,"25,000-49,999",Delhi,No,Low,sjoseph@example.com
C00586,36,Male,Mark Johnson,"75,000-99,999",Delhi,Yes,High,lambanna@example.com
C00587,84,Female,Rachel Jenkins,"50,000-74,999",Hyderabad,No,Medium,thorton@example.net
C00588,75,Female,Courtney Garcia,"50,000-74,999",Bangalore,Yes,High,allen48@example.net
C00589,51,Male,Marilyn Thomas,"50,000-74,999",Chennai,Yes,Low,michele55@example.net
C00590,26,Male,Sarah Robinson,"50,000-74,999",Delhi,No,Medium,obrienjorge@example.net
C00591,25,Male,Michael Garcia,"50,000-74,999",Bangalore,No,High,greentimothy@example.net
C00592,46,Male,Emma Wright,"100,000+",Mumbai,No,High,youngsheila@example.net
C00593,77,Female,Whitney Duncan,"50,000-74,999",Mumbai,No,High,patriciacraig@example.org
C00594,25,Male,Yolanda Navarro,"<25,000",Hyderabad,No,Medium,kiddrhonda@example.org
C00595,78,Female,David Brooks,"75,000-99,999",Delhi,Yes,Medium,amartinez@example.net
C00596,55,Male,Dana Smith,"75,000-99,999",Mumbai,No,Medium,gary02@example.com
